user_id,experiment_group,conversion,revenue,date,device,country,age,session_duration
user_07288,control,1.0,194.07,,mobile,USA,36.0,419
user_03848,treatment,0.0,47.37,,desktop,India,59.0,167
user_06101,control,1.0,125.54,2024-09-18,android,United Kingdom,19.0,314
user_01219,treatment,0.0,195.89,,desktop,US,55.0,294
user_05271,control,0.0,172.27,,desktop,US,62.0,361
user_04444,control,0.0,-69.08,,mobile,US,38.0,123
user_04860,control,1.0,197.4,2024-09-27,desktop,IN,23.0,589
user_00995,control,1.0,19.67,,desktop,USA,63.0,34
user_05577,treatment,1.0,13.75,,android,US,25.0,301
user_07494,treatment,1.0,117.67,,desktop,US,26.0,193
user_05636,control,0.0,21.7,,mobile,UK,31.0,522
user_07299,control,0.0,150.31,,tablet,US,37.0,539
user_05916,control,1.0,95.28,,tablet,US,46.0,560
user_01348,treatment,0.0,179.46,2024-04-27,mobile,US,42.0,319
user_03576,treatment,0.0,96.67,,iphone,IN,42.0,576
user_05259,control,1.0,164.53,2024-12-07,tablet,United States,30.0,533
user_00854,trt,0.0,179.38,,desktop,UK,38.0,510
user_03166,treatment,0.0,48.85,,tablet,IN,35.0,559
user_06227,treatment,1.0,99.29,2024-12-02,mobile,India,53.0,101
user_00950,control,0.0,170.02,,tablet,US,37.0,0
user_00409,treatment,1.0,22.67,2024-12-20,desktop,United States,38.0,264
user_04369,treatment,1.0,87.07,,mobile,USA,25.0,184
user_06833,control,0.0,181.87,,mobile ,US,31.0,442
user_04968,control,1.0,117.48,,desktop ,USA,23.0,0
user_05971,treatment,1.0,"349,58",,desktop,IN,63.0,0
user_03231,control,2.0,126.34,,tablet,USA,51.0,191
user_06544,treatment,1.0,139.01,,tablet,USA,60.0,428
user_00514,trt,2.0,174.88,2024-04-05,tablet,USA,33.0,212
user_08712,treatment,0.0,118.0,,mobile,United States,42.0,268
user_07454,control,2.0,122.06,2024-05-04,mobile,United States,39.0,524
user_06480,treatment,1.0,144.95,,tablet,United States,18.0,83
user_08608,treatment,1.0,20.64,,desktop,United Kingdom,57.0,515
user_01516,test,0.0,109.72,,tablet,United Kingdom,28.0,85
user_01712,treatment,1.0,76.82,2024-02-14,mobile,US,27.0,343
user_07684,treatment,1.0,129.06,,desktop,USA,46.0,82
user_04978,trt,0.0,158.52,2024-08-17,desktop,United States,47.0,172
user_04413,treatment,1.0,33.35,,desktop,India,55.0,468
user_03966,control,1.0,29.16,,tablet,US,26.0,179
user_05200,control,1.0,172.27,,mobile,US,30.0,301
user_00596,control,0.0,172.27,,desktop,IN,61.0,267
user_00876,control,1.0,176.52,2024-09-08,desktop,US,56.0,439
user_04216,control,0.0,-89.66,,tablet,IN,47.0,380
user_06983,control,0.0,55.78,,iphone,UK,51.0,307
user_07606,control,0.0,30.97,,mobile,US,63.0,494
user_04460,control,0.0,103.93,2024-03-17,tablet,United States,44.0,444
user_05942,control,1.0,172.27,,mobile,US,42.0,512
user_04876,control,0.0,179.89,2024-07-25,mobile,US,39.0,219
user_01398,treatment,2.0,93.83,,desktop,USA,54.0,558
user_02981,control,1.0,126.37,,desktop,US,26.0,337
user_02177,control,0.0,181.49,,desktop,United States,28.0,0
user_05941,control,1.0,186.44,2024-05-04,tablet,US,22.0,294
user_07834,trt,1.0,52.42,,mobile ,US,62.0,524
user_07183,treatment,1.0,"871,19",,iphone,US,52.0,51
user_02836,control,0.0,61.22,2024-03-02,desktop,US,64.0,278
user_00488,control,0.0,151.77,,mobile,United Kingdom,58.0,197
user_05743,control,1.0,139.38,,mobile,IN,42.0,280
user_08951,control,1.0,$152.38,,tablet,US,40.0,270
user_02261,control,1.0,98.92,,desktop,US,34.0,538
user_05792,treatment,0.0,198.63,,mobile,US,44.0,408
user_05244,treatment,1.0,42.81,,desktop,UK,27.0,188
user_06692,treatment,0.0,35.91,2024-07-13,tablet,USA,51.0,374
user_05434,control,1.0,72.81,2024-06-25,desktop,US,21.0,97
user_03654,treatment,1.0,135.25,2024-05-22,iphone,USA,29.0,274
user_01254,control,1.0,114.62,,mobile,IN,47.0,83
user_05149,trt,0.0,162.12,2024-09-06,desktop,United States,32.0,-15
user_07474,control,0.0,-47.08,,desktop,India,64.0,391
user_05454,control,0.0,54.73,,tablet,US,48.0,77
user_08880,treatment,1.0,"414,13",,mobile,US,30.0,431
user_05622,treatment,1.0,58.92,,desktop,United Kingdom,65.0,0
user_02568,treatment,0.0,89.0,2024-06-14,tablet,India,20.0,117
user_08462,treatment,1.0,20124.73,,desktop,United Kingdom,42.0,278
user_07219,control,1.0,153.92,2024-03-14,desktop,US,26.0,532
user_08036,control,0.0,188.81,,iphone,USA,46.0,276
user_06851,treatment,1.0,$54.85,2024-02-28,desktop,US,51.0,79
user_02119,control,1.0,99.33,,mobile,US,60.0,353
user_01630,control,1.0,115.52,,tablet,IN,55.0,-66
user_02320,treatment,2.0,29.91,2024-06-21,desktop,US,63.0,402
user_00209,control,1.0,152.4,,tablet,India,27.0,225
user_02305,control,0.0,129.06,,desktop,US,24.0,151
user_03365,control,1.0,33.69,,desktop,UK,36.0,180
user_01314,treatment,1.0,117.36,,iphone,United States,32.0,284
user_07960,treatment,1.0,172.85,2024-05-28,mobile ,USA,49.0,314
user_00121,treatment,1.0,172.27,,mobile,IN,42.0,547
user_03531,control,2.0,144.82,,tablet,India,18.0,277
user_06333,control,0.0,89.5,,mobile,India,29.0,140
user_07936,treatment,0.0,31.59,,mobile,USA,62.0,593
user_08163,treatment,1.0,69.97,,desktop,US,58.0,-67
user_03759,control,0.0,94.41,,desktop,IN,40.0,-72
user_01777,treatment,1.0,139.51,,desktop,IN,34.0,361
user_05477,treatment,1.0,172.27,2024-09-04,desktop,US,41.0,0
user_03662,control,1.0,197.89,,mobile,USA,42.0,317
user_08721,treatment,1.0,61.85,2024-02-09,tablet ,India,29.0,464
user_04852,trt,0.0,172.27,,android,United Kingdom,28.0,35
user_07533,treatment,0.0,165.53,2024-01-23,desktop ,US,23.0,220
user_07990,control,1.0,"310,88",,iphone,India,64.0,300
user_01818,control,2.0,168.89,,desktop,United Kingdom,54.0,288
user_02033,control,1.0,148.18,,mobile,US,39.0,-43
user_01401,treatment,0.0,35.3,,mobile,USA,31.0,160
user_05264,trt,0.0,102.76,,desktop,IN,34.0,562
user_05592,treatment,1.0,"994,45",2024-12-25,desktop,India,51.0,98
user_05709,control,1.0,163.13,,android,United Kingdom,37.0,-76
user_07683,control,0.0,99.88,,tablet,US,57.0,514
user_08084,treatment,0.0,89.64,,mobile,US,45.0,153
user_05591,control,0.0,71.11,,desktop,India,64.0,251
user_00258,control,0.0,193.32,,tablet,UK,41.0,0
user_04965,treatment,1.0,80.58,,iphone,IN,48.0,258
user_00143,treatment,1.0,47.43,,mobile,United States,65.0,95
user_08845,control,0.0,110.33,2024-04-01,mobile,United States,55.0,501
user_02950,control,1.0,145.75,,desktop,USA,26.0,303
user_02907,treatment,0.0,114.35,,mobile,US,41.0,65
user_08897,control,1.0,151.13,2024-12-11,mobile,United States,62.0,175
user_03357,control,1.0,29.59,,mobile,United Kingdom,50.0,466
user_04989,treatment,0.0,194.6,,mobile,US,56.0,203
user_03987,treatment,1.0,113.69,,desktop,UK,52.0,491
user_02949,control,1.0,62.84,2024-07-30,mobile,United Kingdom,60.0,0
user_06916,treatment,1.0,191.83,,desktop,US,44.0,338
user_08619,control,1.0,91.99,,android,US,40.0,176
user_00542,treatment,0.0,141.33,2024-03-13,desktop,India,26.0,324
user_01479,treatment,1.0,39.95,,mobile,US,18.0,508
user_07968,treatment,0.0,25.71,,desktop,USA,29.0,508
user_00788,trt,0.0,191.9,2024-05-20,mobile,UK,62.0,372
user_04923,control,2.0,90.19,,mobile,US,48.0,134
user_06682,treatment,1.0,153.87,2024-07-07,tablet,US,32.0,358
user_02242,control,1.0,158.17,,desktop,UK,19.0,213
user_02252,treatment,0.0,56.8,2024-09-19,tablet,US,33.0,95
user_00527,control,1.0,$178.46,2024-05-16,desktop,US,48.0,77
user_06720,control,1.0,164.53,,desktop,US,24.0,0
user_06487,control,1.0,20.52,,mobile,US,57.0,369
user_00865,control,1.0,179.69,,tablet,UK,42.0,559
user_04557,treatment,1.0,"180,66",,tablet,USA,30.0,320
user_03293,treatment,1.0,92.68,,mobile,US,18.0,0
user_08678,treatment,1.0,85.49,,desktop,US,50.0,0
user_01961,control,1.0,151.49,2024-12-19,iphone,India,44.0,81
user_03621,treatment,1.0,90.6,,iphone,UK,37.0,0
user_08892,treatment,1.0,68.93,,desktop,US,50.0,156
user_05290,control,0.0,66.36,,mobile,US,42.0,574
user_02785,control,1.0,135.99,,mobile,United States,42.0,552
user_08191,control,1.0,184.53,2024-01-06,iphone,USA,33.0,502
user_02913,control,0.0,159.56,2024-09-11,mobile,US,21.0,481
user_02276,control,0.0,172.27,,mobile,US,38.0,191
user_00629,control,1.0,50.79,,mobile ,USA,65.0,437
user_05086,control,2.0,-80.04,,tablet,US,27.0,142
user_01686,treatment,1.0,20.32,2024-10-15,desktop,USA,25.0,300
user_08436,control,1.0,$153.3,2024-09-15,mobile,India,26.0,378
user_00164,control,1.0,133.5,,tablet,UK,19.0,138
user_04619,treatment,1.0,36312.84,2024-07-16,tablet,USA,57.0,458
user_08035,control,1.0,159.27,,desktop,India,30.0,477
user_03210,treatment,2.0,33.51,,desktop,United Kingdom,43.0,500
user_00390,control,0.0,105.27,,desktop,US,18.0,182
user_01094,control,1.0,164.96,2024-03-16,desktop,IN,25.0,114
user_00054,control,0.0,$177.47,,mobile,USA,34.0,61
user_02283,treatment,1.0,"804,69",,mobile,United States,41.0,493
user_03645,treatment,1.0,172.27,2024-04-13,desktop,UK,53.0,499
user_05195,treatment,0.0,98.71,,mobile,USA,43.0,233
user_02295,control,0.0,122.32,,tablet,United States,45.0,538
user_02972,treatment,0.0,160.68,2024-01-11,tablet,UK,56.0,257
user_07071,test,0.0,110.67,2024-04-28,mobile,US,42.0,75
user_00153,treatment,1.0,81.32,2024-12-11,desktop,US,21.0,136
user_05582,control,0.0,14.58,2024-11-19,desktop,US,40.0,-30
user_04405,treatment,0.0,60.75,,desktop,US,21.0,455
user_04002,treatment,1.0,178.33,2024-10-02,tablet,India,23.0,363
user_00836,control,0.0,84.35,,mobile,United Kingdom,27.0,264
user_06344,treatment,1.0,34.99,2024-08-02,desktop,United States,50.0,247
user_02091,control,2.0,96.94,2024-09-10,iphone,UK,31.0,279
user_08446,treatment,1.0,172.27,,desktop,USA,7.0,487
user_06292,treatment,1.0,$110.73,,desktop,UK,26.0,593
user_03208,control,1.0,33.15,,desktop,India,56.0,523
user_07927,control,0.0,"125,55",2024-11-24,tablet,United States,44.0,111
user_04462,treatment,1.0,15.96,2024-09-13,tablet,IN,63.0,186
user_07605,trt,1.0,113.57,2024-10-22,desktop,United States,54.0,141
user_04240,treatment,1.0,149.38,,tablet,UK,29.0,125
user_02138,treatment,2.0,182.1,,iphone,India,42.0,195
user_00050,trt,1.0,13.12,,android,US,33.0,49
user_06758,treatment,1.0,77.11,2024-12-10,desktop,UK,27.0,150
user_03672,treatment,1.0,58.09,,tablet,UK,52.0,313
user_00399,treatment,1.0,149.0,,desktop,IN,38.0,0
user_03120,control,0.0,49734.47,,desktop,India,49.0,203
user_03643,control,1.0,24.18,,iphone,United Kingdom,41.0,163
user_05443,control,2.0,42.67,,tablet ,India,21.0,0
user_01604,treatment,1.0,137.67,2024-04-21,mobile,US,57.0,0
user_06483,treatment,1.0,81.06,,iphone,USA,50.0,543
user_05868,control,1.0,172.27,,tablet,UK,25.0,-37
user_01589,control,0.0,33.55,,desktop,IN,42.0,389
user_02564,control,0.0,139.44,2024-06-12,iphone ,IN,41.0,-35
user_08966,treatment,1.0,$22.28,,tablet,IN,31.0,42
user_05536,control,1.0,191.92,,desktop,IN,51.0,588
user_02622,treatment,1.0,172.27,,tablet,United States,44.0,224
user_03992,treatment,0.0,$77.87,,tablet,United States,36.0,435
user_00783,treatment,0.0,75.07,2024-05-22,mobile,India,63.0,133
user_06854,control,0.0,94.32,2024-07-17,iphone,US,60.0,0
user_00369,control,0.0,162.02,,mobile,UK,25.0,204
user_05301,treatment,1.0,142.41,2024-05-23,mobile,United Kingdom,59.0,508
user_00769,treatment,2.0,168.69,2024-09-08,mobile,United States,22.0,158
user_04457,control,1.0,33.45,,mobile,United Kingdom,56.0,437
user_06494,control,1.0,158.85,,mobile,US,18.0,593
user_07311,control,0.0,172.27,,mobile,UK,23.0,498
user_03121,control,1.0,61.8,,desktop,IN,50.0,171
user_04226,trt,0.0,172.27,,desktop,USA,29.0,-50
user_05962,treatment,1.0,180.74,,mobile,USA,28.0,192
user_00784,control,0.0,-76.3,,tablet,USA,32.0,150
user_01414,treatment,1.0,50.74,,mobile,US,50.0,267
user_00392,control,1.0,180.57,,desktop,USA,32.0,38
user_06698,treatment,0.0,178.37,,desktop,IN,65.0,207
user_00878,control,2.0,177.39,2024-07-12,tablet,US,45.0,37
user_02453,test,0.0,51.21,,desktop,US,24.0,147
user_08500,control,1.0,$123.92,,desktop,USA,35.0,469
user_00544,control,1.0,"622,31",,desktop,USA,57.0,36
user_01684,control,1.0,72.87,,desktop,United States,19.0,99
user_04766,treatment,1.0,155.64,,desktop,USA,39.0,582
user_07314,treatment,0.0,144.09,,mobile,India,52.0,484
user_08631,treatment,0.0,"666,39",2024-04-05,mobile,United Kingdom,42.0,568
user_08455,treatment,0.0,14.74,,desktop,US,55.0,-95
user_07866,treatment,1.0,135.38,2024-06-07,desktop,US,43.0,526
user_07340,control,1.0,141.93,,mobile,US,62.0,362
user_07972,control,1.0,197.23,,desktop,UK,52.0,314
user_00007,treatment,1.0,53.55,,tablet,United States,62.0,264
user_03791,treatment,1.0,81.39,,desktop,USA,19.0,273
user_04441,control,0.0,33.63,2024-02-22,desktop,United Kingdom,62.0,387
user_00298,treatment,2.0,16.52,2024-06-11,desktop,UK,29.0,250
user_06470,treatment,0.0,172.27,2024-11-29,mobile,US,23.0,218
user_02944,treatment,1.0,"248,58",,desktop,India,65.0,355
user_03748,control,0.0,45.66,,mobile,India,44.0,181
user_03450,control,1.0,172.27,,desktop,India,62.0,442
user_05565,control,0.0,172.27,2024-02-13,desktop,US,65.0,499
user_05649,treatment,0.0,52.48,2024-09-27,tablet,India,42.0,49
user_08606,control,0.0,167.71,2024-10-04,mobile,UK,26.0,420
user_00357,control,1.0,55.78,,tablet ,India,30.0,370
user_00520,control,1.0,92.27,,mobile,USA,56.0,392
user_02222,treatment,1.0,73.4,,tablet,USA,39.0,475
user_03301,treatment,1.0,167.52,2024-03-06,mobile,US,52.0,-52
user_04009,control,0.0,196.33,2024-08-13,tablet,US,40.0,419
user_06639,control,1.0,172.27,2024-01-09,mobile,IN,64.0,36
user_03345,treatment,2.0,187.92,,mobile,US,21.0,213
user_00916,control,1.0,57.77,2024-12-05,tablet,IN,28.0,356
user_01463,treatment,1.0,118.99,,tablet,United States,41.0,237
user_03313,control,1.0,138.97,,mobile,USA,51.0,50
user_01284,treatment,0.0,140.0,,tablet,USA,44.0,247
user_00018,control,1.0,175.46,2024-09-24,desktop,US,48.0,225
user_00555,treatment,2.0,89.12,,android,US,38.0,-60
user_03661,control,1.0,159.92,,tablet,India,54.0,320
user_02887,treatment,0.0,-74.31,2024-10-16,tablet,US,53.0,0
user_07997,control,2.0,146.09,,tablet,India,63.0,394
user_03193,control,1.0,104.69,,mobile,USA,34.0,-37
user_08866,trt,1.0,184.2,,desktop,United Kingdom,24.0,178
user_08299,control,1.0,182.53,,desktop,US,27.0,370
user_00442,control,1.0,40113.44,,iphone,UK,62.0,57
user_07313,control,0.0,58.38,,mobile,United States,42.0,438
user_01663,control,1.0,51.12,2024-04-29,desktop,IN,31.0,319
user_03956,treatment,1.0,133.59,,mobile,USA,47.0,86
user_03319,treatment,0.0,75.84,,desktop,USA,52.0,201
user_06689,control,1.0,47.44,,mobile,USA,29.0,174
user_05769,treatment,0.0,$129.68,,iphone,United States,37.0,378
user_03243,control,1.0,118.43,2024-05-15,android,United States,39.0,545
user_03441,treatment,0.0,141.05,,android,UK,39.0,239
user_06895,control,0.0,172.27,,mobile,IN,45.0,523
user_05023,control,0.0,52.91,,desktop,USA,20.0,155
user_07342,treatment,1.0,121.13,,mobile,India,43.0,0
user_00907,treatment,0.0,112.38,,desktop,US,49.0,280
user_00671,control,0.0,178.18,,tablet,USA,28.0,0
user_03416,control,0.0,91.12,2024-12-30,mobile,US,58.0,343
user_03250,control,1.0,45.29,,tablet,India,23.0,162
user_06177,control,0.0,94.57,2024-06-21,mobile,IN,42.0,520
user_02122,treatment,1.0,79.39,2024-02-05,desktop ,IN,56.0,563
user_07983,control,1.0,$84.97,2024-12-21,mobile,India,52.0,113
user_03809,treatment,1.0,172.27,,mobile,USA,59.0,232
user_04597,trt,0.0,123.4,,desktop,IN,29.0,564
user_00023,control,1.0,52.31,,tablet,US,42.0,232
user_07671,treatment,1.0,115.79,,desktop,USA,18.0,186
user_04806,control,0.0,93.69,2024-07-30,desktop,US,41.0,481
user_05545,treatment,1.0,66.49,,tablet,USA,47.0,489
user_06834,control,1.0,172.27,,android,UK,59.0,415
user_02821,treatment,1.0,163.13,,mobile,USA,63.0,499
user_05394,control,2.0,87.02,2024-08-27,desktop,US,42.0,448
user_02334,control,1.0,182.21,,desktop,USA,64.0,432
user_06236,control,1.0,$129.28,,desktop,IN,34.0,0
user_08390,control,1.0,-62.14,2024-10-19,mobile,IN,23.0,461
user_00405,control,0.0,172.27,,desktop,United Kingdom,26.0,555
user_01418,control,1.0,110.46,,desktop,United Kingdom,42.0,0
user_00751,control,0.0,154.17,,desktop,UK,37.0,242
user_00935,treatment,2.0,133.9,2024-07-31,mobile,USA,56.0,145
user_05563,treatment,0.0,105.2,,tablet,US,27.0,175
user_03626,treatment,1.0,153.32,,desktop,USA,51.0,72
user_04985,control,0.0,172.27,,desktop,USA,27.0,159
user_00240,control,1.0,35.37,2024-12-27,mobile,United States,29.0,-56
user_01436,treatment,0.0,59.48,2024-04-12,tablet,US,41.0,0
user_00717,control,0.0,"604,43",,iphone,US,24.0,215
user_05046,treatment,0.0,35.3,,mobile,USA,31.0,160
user_00525,control,1.0,146.46,,desktop,IN,63.0,270
user_05994,treatment,1.0,"770,77",,desktop,USA,18.0,491
user_03875,control,0.0,26.64,,desktop,India,30.0,161
user_08296,control,0.0,22.72,,desktop,US,18.0,518
user_08916,treatment,0.0,115.96,,mobile,USA,58.0,579
user_08698,test,1.0,56.85,2024-06-03,tablet,US,38.0,221
user_04685,trt,0.0,108.56,,tablet,IN,58.0,110
user_02687,treatment,1.0,39.68,,android,US,53.0,404
user_00743,control,2.0,187.68,,desktop,USA,30.0,292
user_05307,treatment,1.0,197.18,,tablet,US,42.0,494
user_00626,treatment,1.0,73.89,,tablet,USA,21.0,316
user_02865,trt,1.0,107.21,,tablet,India,56.0,390
user_04321,trt,1.0,162.82,,mobile,United States,23.0,187
user_00374,control,1.0,136.33,,desktop,USA,31.0,-73
user_06491,control,1.0,143.71,2024-08-23,desktop,US,40.0,-97
user_05452,control,0.0,133.03,2024-10-28,desktop,UK,27.0,300
user_06087,treatment,1.0,113.96,,desktop,IN,52.0,-48
user_07792,treatment,1.0,172.27,,android,United Kingdom,48.0,404
user_05603,treatment,0.0,147.5,,android,US,42.0,269
user_05242,trt,0.0,69.79,,desktop,US,37.0,-81
user_03065,treatment,1.0,-33.94,,desktop,US,52.0,427
user_02768,trt,1.0,-24.84,2024-11-13,tablet,United States,42.0,586
user_02274,treatment,1.0,162.38,,mobile,USA,45.0,255
user_00922,control,1.0,17.58,,mobile,US,45.0,412
user_07466,treatment,0.0,$185.32,2024-06-22,mobile,US,42.0,0
user_08275,treatment,1.0,87.86,2024-01-10,desktop ,United Kingdom,52.0,257
user_05416,control,1.0,173.0,,desktop,United Kingdom,20.0,344
user_02829,treatment,0.0,172.27,,iphone,USA,34.0,310
user_00271,control,1.0,25.74,2024-03-16,tablet ,USA,58.0,0
user_00357,test,0.0,172.27,2024-05-19,desktop,US,42.0,0
user_04476,control,1.0,156.83,,tablet,USA,32.0,138
user_08769,control,1.0,79.96,2024-02-05,tablet,US,60.0,-16
user_07610,treatment,0.0,86.63,2024-02-18,tablet,United States,21.0,0
user_02483,treatment,0.0,161.22,2024-09-07,mobile,United States,42.0,242
user_00207,treatment,0.0,"579,20",,mobile,US,19.0,100
user_04812,treatment,0.0,142.58,,mobile,USA,19.0,537
user_02401,trt,0.0,120.06,,mobile,United Kingdom,64.0,255
user_05968,treatment,0.0,133.38,,tablet,USA,58.0,131
user_01229,treatment,0.0,100.52,,desktop,United States,24.0,592
user_08864,control,0.0,183.27,2024-07-29,tablet,India,31.0,81
user_00121,control,0.0,134.51,,iphone,IN,22.0,0
user_08192,treatment,1.0,$96.25,,mobile,US,59.0,-24
user_03879,treatment,1.0,"642,90",,mobile,India,30.0,193
user_07575,treatment,0.0,190.51,,mobile,United States,49.0,76
user_02921,control,0.0,167.79,2024-08-25,mobile,India,25.0,142
user_00345,treatment,1.0,24591.24,2024-02-03,tablet,US,62.0,274
user_00068,treatment,1.0,185.85,,desktop,USA,38.0,429
user_05726,control,1.0,14.92,,tablet,United States,51.0,564
user_00633,treatment,1.0,183.26,,mobile,US,24.0,152
user_00795,treatment,0.0,-13.5,2024-12-20,tablet,US,30.0,79
user_03184,test,1.0,140.67,2024-03-21,desktop,IN,21.0,319
user_08463,treatment,1.0,47.02,,iphone,US,18.0,248
user_02964,control,1.0,110.11,2024-12-12,desktop,USA,41.0,348
user_01829,treatment,1.0,69.37,2024-11-16,desktop,IN,42.0,102
user_04100,treatment,1.0,11.18,2024-06-16,tablet,US,43.0,56
user_04092,treatment,1.0,118.71,2024-06-24,mobile,United States,34.0,248
user_00131,control,0.0,20.24,2024-06-27,mobile,IN,63.0,367
user_01632,control,0.0,172.27,,desktop,US,33.0,0
user_01849,test,0.0,52.56,,desktop,IN,57.0,324
user_01863,control,2.0,70.59,2024-12-15,tablet,US,40.0,518
user_05513,control,0.0,80.38,,tablet,United States,7.0,161
user_05772,trt,0.0,38.7,,mobile,IN,21.0,58
user_07453,control,1.0,94.4,,mobile,US,47.0,105
user_07318,control,1.0,26.01,,desktop,US,60.0,59
user_00830,control,1.0,180.72,2024-01-23,desktop,United Kingdom,64.0,319
user_04780,treatment,0.0,172.27,,mobile,UK,52.0,236
user_03326,control,1.0,110.45,,tablet,IN,33.0,51
user_03515,trt,1.0,192.34,2024-08-30,mobile,US,34.0,505
user_04899,treatment,0.0,172.27,2024-06-07,mobile,United Kingdom,37.0,411
user_01876,control,1.0,107.12,,mobile,UK,33.0,144
user_05333,treatment,1.0,21.16,,desktop,USA,40.0,305
user_04592,control,1.0,177.51,2024-07-17,desktop,India,29.0,237
user_08955,treatment,1.0,12.39,,desktop,USA,37.0,130
user_03491,treatment,1.0,142.52,2024-09-29,desktop,United Kingdom,56.0,175
user_00683,treatment,1.0,125.46,,desktop,USA,45.0,345
user_04792,control,0.0,119.06,,android,USA,42.0,498
user_07937,treatment,1.0,172.27,2024-09-06,desktop,United States,23.0,526
user_00342,treatment,0.0,$106.83,,mobile,India,53.0,528
user_07586,control,1.0,120.31,2024-12-30,mobile,USA,35.0,98
user_08594,control,1.0,16.64,,android,US,65.0,314
user_01221,control,1.0,110.82,2024-01-14,desktop,United States,19.0,0
user_04578,treatment,0.0,-15.95,,tablet,IN,63.0,152
user_00407,control,0.0,19.66,,mobile,IN,44.0,247
user_01662,treatment,0.0,139.91,,android,USA,29.0,258
user_00268,control,1.0,26.27,2024-09-17,desktop,USA,20.0,478
user_07564,control,1.0,145.37,,tablet,United Kingdom,62.0,101
user_01501,treatment,0.0,128.31,,desktop,US,32.0,577
user_03486,control,0.0,40.59,2024-09-13,mobile,US,62.0,486
user_08146,treatment,1.0,29.53,2024-01-29,tablet,United States,55.0,33
user_02796,control,0.0,46.56,,iphone,India,30.0,166
user_08311,control,0.0,39.55,,tablet,India,26.0,119
user_00279,trt,1.0,134.17,,mobile,UK,31.0,-85
user_00616,treatment,1.0,177.9,2024-09-28,iphone,USA,63.0,236
user_00356,treatment,1.0,173.86,,desktop,United Kingdom,53.0,455
user_00809,control,0.0,12.07,2024-05-13,tablet,US,27.0,160
user_08225,control,0.0,44.32,,mobile,US,55.0,379
user_02472,control,1.0,153.58,2024-07-01,tablet,US,49.0,126
user_01020,control,0.0,109.8,,desktop,IN,57.0,157
user_06131,treatment,2.0,132.77,2024-05-16,mobile,India,28.0,188
user_00761,treatment,0.0,135.09,2024-01-30,tablet,India,55.0,584
user_03658,control,1.0,118.67,,tablet,US,59.0,-85
user_00586,control,0.0,194.51,,tablet,USA,38.0,546
user_05471,treatment,1.0,44228.85,2024-01-23,desktop,USA,54.0,58
user_00279,control,0.0,12.63,,tablet,US,28.0,46
user_07150,control,0.0,-47.98,,desktop,India,51.0,0
user_04119,control,0.0,15.67,2024-02-27,desktop,USA,19.0,276
user_06807,control,0.0,43.56,,tablet,United States,32.0,82
user_03202,control,0.0,24.83,,desktop,USA,23.0,118
user_08335,control,0.0,18.28,,desktop,United States,51.0,71
user_05164,control,0.0,19.16,,desktop,United Kingdom,50.0,180
user_02196,control,0.0,40.19,,tablet,US,62.0,511
user_00590,control,1.0,$31.22,2024-06-28,tablet,United Kingdom,32.0,41
user_02814,treatment,0.0,21.27,,desktop,US,43.0,437
user_01154,treatment,0.0,172.27,,tablet,USA,21.0,121
user_01107,control,0.0,180.18,,mobile,United Kingdom,51.0,224
user_07400,treatment,1.0,27.76,2024-05-02,mobile,United States,20.0,198
user_01041,control,0.0,"280,56",,tablet,UK,46.0,335
user_05979,trt,1.0,85.99,,tablet,United States,30.0,208
user_00406,treatment,0.0,194.58,,tablet,USA,35.0,147
user_00216,treatment,0.0,-40.02,,desktop,UK,47.0,343
user_07028,treatment,0.0,56.61,,desktop,US,46.0,168
user_07030,treatment,1.0,51.58,,tablet,United States,38.0,0
user_05574,treatment,0.0,"879,54",,mobile,USA,40.0,403
user_02989,control,1.0,172.27,,tablet,USA,63.0,473
user_06446,control,1.0,"129,21",,mobile,USA,20.0,544
user_05789,treatment,1.0,70.56,2024-05-23,desktop,USA,52.0,409
user_05096,control,1.0,172.27,2024-12-06,desktop,USA,31.0,296
user_00177,control,0.0,113.89,,desktop,US,26.0,187
user_02355,control,1.0,135.16,2024-10-08,desktop,IN,64.0,0
user_06667,treatment,1.0,193.92,2024-03-03,mobile,USA,10.0,397
user_03635,treatment,0.0,17.02,2024-04-01,desktop,USA,38.0,283
user_05948,control,0.0,136.62,,mobile,UK,12.0,487
user_06365,treatment,0.0,102.84,,mobile,US,18.0,141
user_07355,treatment,1.0,135.43,,tablet,USA,21.0,455
user_07753,test,0.0,189.97,2024-07-18,mobile,US,28.0,103
user_01305,control,0.0,182.32,2024-01-24,tablet,UK,47.0,-15
user_05079,treatment,1.0,92.18,,desktop,US,51.0,193
user_00569,treatment,0.0,189.78,,mobile,USA,24.0,313
user_05557,control,0.0,144.4,,mobile,USA,51.0,541
user_08394,treatment,0.0,29.83,,mobile,IN,18.0,280
user_03535,treatment,0.0,47.06,2024-04-24,mobile,India,21.0,67
user_03432,treatment,0.0,13.55,,tablet,United States,42.0,266
user_04519,test,1.0,188.15,2024-01-21,mobile,India,61.0,600
user_03089,control,1.0,194.89,,mobile,India,26.0,337
user_05034,control,2.0,182.09,,tablet,US,44.0,351
user_05762,treatment,1.0,-45.48,2024-12-29,mobile,UK,60.0,179
user_04010,trt,0.0,-95.77,,desktop,United Kingdom,63.0,148
user_08975,treatment,0.0,27.12,,desktop,United Kingdom,44.0,555
user_01074,control,1.0,196.32,,tablet,USA,42.0,483
user_05087,control,0.0,134.23,,desktop,IN,60.0,197
user_00107,treatment,1.0,169.45,,desktop,US,63.0,522
