user_id,experiment_group,conversion,revenue,date,device,country,age,session_duration,empty_column
user_00594,treatment,,178.59,2024-11-15,desktop,US,54.0,36,
user_07838,control,1.0,111.5,23-08-2024,mobile,UK,34.0,167,
user_00341,treatment,1.0,22.97,2024-05-15,tablet,US,46.0,227,
user_01665,treatment,1.0,120.4,2024-06-16,tablet,IN,55.0,75,
user_05300,control,1.0,197.86,17-04-2024,desktop,United Kingdom,25.0,-30,
user_01638,control,1.0,115.74,10/24/2024,tablet,IN,40.0,295,
user_08636,control,1.0,,03-08-2024,desktop,IN,63.0,338,
user_06503,treatment,0.0,105.63,2024-07-03,Android,US,45.0,-26,
user_07850,control,0.0,190.94,2024-10-31,mobile,India,23.0,0,
user_06072,treatment,1.0,48.64,2024-06-19,mobile,USA,,126,
user_08591,treatment,0.0,191.31,2024-08-24,desktop,US,55.0,-49,
user_05600,treatment,0.0,74.5,2024-09-27,desktop,United Kingdom,36.0,68,
user_00618,control,1.0,109.32,2024-03-24,mobile,IN,58.0,564,
user_08427,control,0.0,190.62,16-04-2024,desktop,US,34.0,0,
user_06271,control,1.0,172.65,2024-12-08,tablet,US,63.0,126,
user_05704,control,1.0,195.24,08-11-2024,iPhone,India,47.0,379,
user_00315,treatment,0.0,115.59,12/05/2024,tablet,IN,31.0,598,
user_04925,control,1.0,42.72,2024-08-21,iPhone,USA,65.0,0,
user_03076,control,1.0,,2024-10-18,tablet,USA,64.0,581,
user_06000,treatment,1.0,171.04,2024-09-23,iPhone,US,54.0,117,
user_03480,control,0.0,"445,89",2024-01-10,mobile,USA,44.0,188,
user_04434,treatment,0.0,85.69,29-08-2024,desktop,India,37.0,259,
user_07754,treatment,1.0,29.45,02/26/2024,tablet,US,33.0,93,
user_06870,control,1.0,189.41,2024-08-31,desktop,United Kingdom,41.0,242,
user_00616,TRT,1.0,56.56,2024-04-25,mobile,USA,51.0,96,
user_06534,TRT,1.0,96.1,03/29/2024,desktop,United States,44.0,557,
user_04795,control,,"120,59",10/02/2024,desktop,United Kingdom,49.0,458,
user_01263,Control,0.0,67.9,15-09-2024,mobile,USA,63.0,388,
user_04469,control,0.0,187.13,2024-10-23,Mobile,USA,61.0,89,
user_05015,control,2.0,169.0,2024-05-30,desktop,USA,43.0,595,
user_06929,treatment ,0.0,185.55,02/11/2024,Android,United Kingdom,30.0,382,
user_05269,TRT,,52.18,02/23/2024,tablet,USA,65.0,204,
user_07615,treatment,1.0,110.35,05/02/2024,desktop,UK,39.0,190,
user_02307,control,0.0,163.61,12/03/2024,mobile,US,9.0,285,
user_08118,treatment,1.0,186.47,04/17/2024,mobile,USA,61.0,277,
user_05866,control,1.0,130.22,2024-04-01,desktop,USA,46.0,439,
user_00132,treatment,0.0,38.03,08-09-2024,tablet,UK,43.0,-60,
user_06961,treatment,1.0,100.96,12/19/2024,desktop,USA,18.0,282,
user_07384,treatment,0.0,,2024-02-05,tablet,India,51.0,199,
user_02485,control,0.0,$45.89,2024-10-08,mobile,US,28.0,0,
user_08081,treatment,,13.39,02/23/2024,mobile,US,34.0,307,
user_06681,Control,0.0,110.58,01/08/2024,desktop,US,45.0,127,
user_07963,control,0.0,-88.27,2024-05-01,desktop,United Kingdom,57.0,-77,
user_00224,treatment,1.0,$66.98,09/12/2024,desktop,IN,49.0,462,
user_01597,treatment,0.0,35.32,20-10-2024,tablet,United States,44.0,-73,
user_04164,treatment,,143.62,2024-03-01,mobile,USA,31.0,127,
user_03327,treatment,1.0,46.57,08/23/2024,tablet,United States,26.0,0,
user_06627,control,1.0,32.8,18-09-2024,Mobile,USA,20.0,0,
user_03092,treatment,1.0,25.67,18-11-2024,Mobile,UK,46.0,169,
user_07288,control,1.0,194.07,22-09-2024,mobile,USA,36.0,419,
user_03848,treatment,0.0,47.37,02-11-2024,Desktop,India,59.0,167,
user_06101,Control,1.0,125.54,09/18/2024,Android,United Kingdom,19.0,314,
user_01219,treatment,0.0,195.89,04-01-2024,desktop,US,55.0,294,
user_05271,control,0.0,,2024-08-27,desktop,US,62.0,361,
user_04444,control,0.0,-69.08,2024-06-22,mobile,US,38.0,123,
user_04860,control,1.0,197.4,09/27/2024,desktop,IN,23.0,589,
user_00995,control,1.0,19.67,11-07-2024,desktop,USA,63.0,34,
user_05577,treatment,,13.75,17-08-2024,Android,US,25.0,301,
user_07494,treatment,1.0,117.67,06-09-2024,desktop,US,26.0,193,
user_05636,control,0.0,21.7,2024-03-07,mobile,UK,31.0,522,
user_07299,control,0.0,150.31,14-09-2024,tablet,US,37.0,539,
user_05916,control,,95.28,09-09-2024,tablet,US,46.0,560,
user_01348,treatment,0.0,179.46,04/27/2024,mobile,US,,319,
user_03576,treatment,0.0,96.67,2024-04-05,iPhone,IN,,576,
user_05259,control,1.0,164.53,12/07/2024,tablet,United States,30.0,533,
user_00854,TRT,0.0,179.38,02-08-2024,desktop,UK,38.0,510,
user_03166,treatment ,0.0,48.85,13-05-2024,tablet,IN,35.0,559,
user_06227,treatment,1.0,99.29,12/02/2024,mobile,India,53.0,101,
user_00950,control,0.0,170.02,2024-10-12,tablet,US,37.0,0,
user_00409,treatment,1.0,22.67,12/20/2024,desktop,United States,38.0,264,
user_04369,treatment,1.0,87.07,2024-12-01,mobile,USA,25.0,184,
user_06833, control,0.0,181.87,2024-04-25,mobile ,US,31.0,442,
user_04968, control,1.0,117.48,2024-11-06,desktop ,USA,23.0,0,
user_05971,treatment,1.0,"349,58",2024-01-08,desktop,IN,63.0,0,
user_03231,control,2.0,126.34,29-02-2024,tablet,USA,51.0,191,
user_06544,treatment,1.0,139.01,2024-12-17,tablet,USA,60.0,428,
user_00514,TRT,2.0,174.88,04/05/2024,tablet,USA,33.0,212,
user_08712,treatment,0.0,118.0,2024-02-11,mobile,United States,,268,
user_07454,control,2.0,122.06,05/04/2024,mobile,United States,39.0,524,
user_06480,treatment,1.0,144.95,2024-09-08,tablet,United States,18.0,83,
user_08608,treatment,1.0,20.64,2024-10-16,desktop,United Kingdom,57.0,515,
user_01516,test,0.0,109.72,2024-11-10,tablet,United Kingdom,28.0,85,
user_01712,treatment,1.0,76.82,02/14/2024,mobile,US,27.0,343,
user_07684,treatment,1.0,129.06,2024-11-18,desktop,USA,46.0,82,
user_04978,TRT,0.0,158.52,08/17/2024,desktop,United States,47.0,172,
user_04413,treatment,1.0,33.35,2024-03-24,desktop,India,55.0,468,
user_03966,control,,29.16,2024-09-26,tablet,US,26.0,179,
user_05200,control,1.0,,2024-07-16,mobile,US,30.0,301,
user_00596,control,0.0,,2024-10-26,desktop,IN,61.0,267,
user_00876,control,1.0,176.52,09/08/2024,Desktop,US,56.0,439,
user_04216,Control,0.0,-89.66,11-06-2024,tablet,IN,47.0,380,
user_06983,control,0.0,55.78,2024-04-27,iPhone,UK,51.0,307,
user_07606,control,0.0,30.97,2024-06-04,mobile,US,63.0,494,
user_04460,control,0.0,103.93,03/17/2024,tablet,United States,44.0,444,
user_05942,control,1.0,,2024-06-23,mobile,US,42.0,512,
user_04876,control,0.0,179.89,07/25/2024,mobile,US,39.0,219,
user_01398,treatment,2.0,93.83,21-04-2024,desktop,USA,54.0,558,
user_02981,control,1.0,126.37,03-06-2024,desktop,US,26.0,337,
user_02177,control,0.0,181.49,17-12-2024,desktop,United States,28.0,0,
user_05941,control,1.0,186.44,05/04/2024,tablet,US,22.0,294,
user_07834, TRT,1.0,52.42,20-07-2024,mobile ,US,62.0,524,
user_07183,treatment,1.0,"871,19",08-01-2024,iPhone,US,52.0,51,
user_02836,Control,0.0,61.22,03/02/2024,desktop,US,64.0,278,
user_00488,control,0.0,151.77,2024-08-04,mobile,United Kingdom,58.0,197,
user_05743,Control,,139.38,10-09-2024,mobile,IN,,280,
user_08951,control,1.0,$152.38,2024-11-23,tablet,US,40.0,270,
user_02261,control,,98.92,2024-07-08,desktop,US,34.0,538,
user_05792,treatment,0.0,198.63,2024-08-31,mobile,US,44.0,408,
user_05244,treatment,1.0,42.81,2024-12-15,desktop,UK,27.0,188,
user_06692,treatment,0.0,35.91,07/13/2024,tablet,USA,51.0,374,
user_05434,control,,72.81,06/25/2024,desktop,US,21.0,97,
user_03654,treatment,1.0,135.25,05/22/2024,iPhone,USA,29.0,274,
user_01254,control,1.0,114.62,2024-07-13,mobile,IN,47.0,83,
user_05149,TRT,0.0,162.12,09/06/2024,desktop,United States,32.0,-15,
user_07474,control,0.0,-47.08,12-05-2024,desktop,India,64.0,391,
user_05454,control,0.0,54.73,04-09-2024,tablet,US,48.0,77,
user_08880,treatment,,"414,13",10-03-2024,mobile,US,30.0,431,
user_05622,treatment ,1.0,58.92,2024-10-06,Desktop,United Kingdom,65.0,0,
user_02568,treatment,0.0,89.0,06/14/2024,tablet,India,20.0,117,
user_08462,treatment,1.0,20124.73,2024-11-04,desktop,United Kingdom,42.0,278,
user_07219,control,1.0,153.92,03/14/2024,desktop,US,26.0,532,
user_08036,control,0.0,188.81,16-05-2024,iPhone,USA,46.0,276,
user_06851,treatment,1.0,$54.85,02/28/2024,desktop,US,51.0,79,
user_02119,control,1.0,99.33,2024-08-25,mobile,US,60.0,353,
user_02067,treatment ,0.0,,09/01/2024,Desktop,US,49.0,0,
user_01630,control,,115.52,19-02-2024,tablet,IN,55.0,-66,
user_02320,treatment,2.0,29.91,06/21/2024,desktop,US,63.0,402,
user_00209,control,1.0,152.4,17-02-2024,tablet,India,27.0,225,
user_02305,control,0.0,129.06,17-03-2024,desktop,US,24.0,151,
user_03365,control,1.0,33.69,06-01-2024,desktop,UK,36.0,180,
user_01314,treatment,1.0,117.36,2024-03-12,iPhone,United States,32.0,284,
user_07960, treatment,1.0,172.85,05/28/2024,mobile ,USA,49.0,314,
user_00121,treatment,1.0,,22-06-2024,mobile,IN,,547,
user_03531,control,2.0,144.82,2024-05-09,tablet,India,18.0,277,
user_06333,control,0.0,89.5,2024-09-03,Mobile,India,29.0,140,
user_07936,treatment,0.0,31.59,20-06-2024,mobile,USA,62.0,593,
user_08163,treatment,1.0,69.97,10-12-2024,desktop,US,58.0,-67,
user_03759,control,0.0,94.41,01-04-2024,desktop,IN,40.0,-72,
user_01777,treatment ,1.0,139.51,2024-03-24,Desktop,IN,34.0,361,
user_05477,treatment,,,09/04/2024,desktop,US,41.0,0,
user_03662,control,,197.89,29-01-2024,mobile,USA,42.0,317,
user_08721, treatment,1.0,61.85,02/09/2024,tablet ,India,29.0,464,
user_04852,TRT,0.0,,2024-08-14,Android,United Kingdom,28.0,35,
user_07533, treatment,0.0,165.53,01/23/2024,Desktop ,US,23.0,220,
user_07990,control,1.0,"310,88",2024-03-10,iPhone,India,64.0,300,
user_01818,control,2.0,168.89,2024-10-28,Desktop,United Kingdom,54.0,288,
user_02033,control,1.0,148.18,2024-03-01,mobile,US,39.0,-43,
user_01401,treatment,0.0,35.3,2024-11-05,mobile,USA,31.0,160,
user_05264,TRT,0.0,102.76,26-07-2024,desktop,IN,34.0,562,
user_05592,treatment,1.0,"994,45",12/25/2024,desktop,India,51.0,98,
user_05709,control,1.0,163.13,2024-12-09,Android,United Kingdom,37.0,-76,
user_07683,control,0.0,99.88,2024-10-17,tablet,US,57.0,514,
user_08084,treatment,0.0,89.64,2024-02-12,mobile,US,45.0,153,
user_05591,control,0.0,71.11,2024-10-23,desktop,India,64.0,251,
user_00258,control,0.0,193.32,06-06-2024,tablet,UK,41.0,0,
user_04965,treatment,1.0,80.58,2024-01-18,iPhone,IN,48.0,258,
user_00143,treatment,1.0,47.43,2024-07-13,Mobile,United States,65.0,95,
user_08845,control,0.0,110.33,04/01/2024,Mobile,United States,55.0,501,
user_02950,control,1.0,145.75,17-05-2024,desktop,USA,26.0,303,
user_02907,treatment,0.0,114.35,05-07-2024,Mobile,US,41.0,65,
user_08897,control,1.0,151.13,12/11/2024,Mobile,United States,62.0,175,
user_03357,control,,29.59,2024-05-17,mobile,United Kingdom,50.0,466,
user_04989,treatment,0.0,194.6,2024-04-21,mobile,US,56.0,203,
user_03987,treatment,1.0,113.69,2024-07-17,desktop,UK,52.0,491,
user_02949,control,1.0,62.84,07/30/2024,mobile,United Kingdom,60.0,0,
user_06916,treatment,1.0,191.83,2024-04-04,desktop,US,44.0,338,
user_08619,control,1.0,91.99,2024-10-30,Android,US,40.0,176,
user_00542,treatment,0.0,141.33,03/13/2024,desktop,India,26.0,324,
user_01479,treatment,,39.95,04-09-2024,mobile,US,18.0,508,
user_07968,treatment ,0.0,25.71,2024-07-16,desktop,USA,29.0,508,
user_00788,TRT,0.0,191.9,05/20/2024,Mobile,UK,62.0,372,
user_04923,control,2.0,90.19,23-12-2024,mobile,US,48.0,134,
user_06682,treatment,1.0,153.87,07/07/2024,tablet,US,32.0,358,
user_02242,control,1.0,158.17,28-06-2024,Desktop,UK,19.0,213,
user_02252,treatment,0.0,56.8,09/19/2024,tablet,US,33.0,95,
user_00527,control,1.0,$178.46,05/16/2024,desktop,US,48.0,77,
user_06720,control,1.0,164.53,14-12-2024,desktop,US,24.0,0,
user_06487,control,1.0,20.52,2024-11-06,mobile,US,57.0,369,
user_00865,control,1.0,179.69,2024-10-10,tablet,UK,,559,
user_04557,treatment,1.0,"180,66",2024-04-10,tablet,USA,30.0,320,
user_03293,treatment,,92.68,18-05-2024,mobile,US,18.0,0,
user_08678,treatment,1.0,85.49,08-09-2024,Desktop,US,50.0,0,
user_01961,control,1.0,151.49,12/19/2024,iPhone,India,44.0,81,
user_03621,treatment,,90.6,2024-01-07,iPhone,UK,37.0,0,
user_08892,treatment,1.0,68.93,30-08-2024,desktop,US,50.0,156,
user_05290,control,0.0,66.36,2024-08-20,Mobile,US,,574,
user_02785,control,1.0,135.99,22-01-2024,Mobile,United States,,552,
user_08191,control,1.0,184.53,01/06/2024,iPhone,USA,33.0,502,
user_02913,control,0.0,159.56,09/11/2024,mobile,US,21.0,481,
user_02276,control,0.0,,2024-10-09,mobile,US,38.0,191,
user_00629, control,,50.79,20-12-2024,mobile ,USA,65.0,437,
user_05086,control,2.0,-80.04,2024-06-14,tablet,US,27.0,142,
user_01686,treatment,1.0,20.32,10/15/2024,desktop,USA,25.0,300,
user_08436,control,,$153.3,09/15/2024,mobile,India,26.0,378,
user_00164,control,1.0,133.5,15-06-2024,tablet,UK,19.0,138,
user_04619,treatment,1.0,36312.84,07/16/2024,tablet,USA,57.0,458,
user_08035,control,1.0,159.27,2024-07-16,desktop,India,30.0,477,
user_03210,treatment,2.0,33.51,2024-03-04,desktop,United Kingdom,43.0,500,
user_00390,Control,0.0,105.27,06-08-2024,desktop,US,18.0,182,
user_01094,control,1.0,164.96,03/16/2024,desktop,IN,25.0,114,
user_00054,control,0.0,$177.47,2024-04-08,mobile,USA,34.0,61,
user_02283,treatment,1.0,"804,69",2024-07-12,mobile,United States,41.0,493,
user_03645,treatment,1.0,,04/13/2024,desktop,UK,53.0,499,
user_05195,treatment,0.0,98.71,2024-11-23,mobile,USA,43.0,233,
user_02295,control,0.0,122.32,2024-02-02,tablet,United States,45.0,538,
user_02972,treatment,0.0,160.68,01/11/2024,tablet,UK,56.0,257,
user_07071,test,0.0,110.67,04/28/2024,mobile,US,,75,
user_00153,treatment,1.0,81.32,12/11/2024,desktop,US,21.0,136,
user_05582,control,0.0,14.58,11/19/2024,Desktop,US,40.0,-30,
user_04405,treatment,0.0,60.75,13-08-2024,desktop,US,21.0,455,
user_04002,treatment,1.0,178.33,10/02/2024,tablet,India,23.0,363,
user_00836,control,0.0,84.35,2024-04-02,Mobile,United Kingdom,27.0,264,
user_06344,treatment,1.0,34.99,08/02/2024,desktop,United States,50.0,247,
user_02091,control,2.0,96.94,09/10/2024,iPhone,UK,31.0,279,
user_08446,treatment,1.0,,2024-11-28,desktop,USA,7.0,487,
user_06292,treatment,1.0,$110.73,25-03-2024,desktop,UK,26.0,593,
user_03208,control,1.0,33.15,09-11-2024,desktop,India,56.0,523,
user_07927,control,0.0,"125,55",11/24/2024,tablet,United States,44.0,111,
user_04462,treatment ,1.0,15.96,09/13/2024,tablet,IN,63.0,186,
user_07605,TRT,1.0,113.57,10/22/2024,Desktop,United States,54.0,141,
user_04240,treatment,1.0,149.38,2024-01-31,tablet,UK,29.0,125,
user_02138,treatment ,2.0,182.1,2024-09-11,iPhone,India,42.0,195,
user_00050,TRT,,13.12,2024-08-15,Android,US,33.0,49,
user_06758,treatment,1.0,77.11,12/10/2024,Desktop,UK,27.0,150,
user_03672,treatment,,58.09,2024-05-28,tablet,UK,52.0,313,
user_00399,treatment,1.0,149.0,2024-07-13,desktop,IN,38.0,0,
user_03120,control,0.0,49734.47,15-10-2024,desktop,India,49.0,203,
user_03643,control,1.0,24.18,16-05-2024,iPhone,United Kingdom,41.0,163,
user_05443, control,2.0,42.67,2024-02-15,tablet ,India,21.0,0,
user_01604,treatment,1.0,137.67,04/21/2024,mobile,US,57.0,0,
user_06483,treatment,1.0,81.06,28-01-2024,iPhone,USA,50.0,543,
user_05868,control,1.0,,2024-05-26,tablet,UK,25.0,-37,
user_01589,control,0.0,33.55,2024-05-31,desktop,IN,,389,
user_02564, control,0.0,139.44,06/12/2024,iPhone ,IN,41.0,-35,
user_08966,treatment,1.0,$22.28,2024-11-24,tablet,IN,31.0,42,
user_05536,control,1.0,191.92,2024-12-14,desktop,IN,51.0,588,
user_02622,treatment,1.0,,2024-04-28,tablet,United States,44.0,224,
user_03992,treatment,0.0,$77.87,2024-03-31,tablet,United States,36.0,435,
user_00783,treatment,0.0,75.07,05/22/2024,mobile,India,63.0,133,
user_06854,Control,0.0,94.32,07/17/2024,iPhone,US,60.0,0,
user_00369,Control,0.0,162.02,2024-09-16,mobile,UK,25.0,204,
user_05301,treatment ,1.0,142.41,05/23/2024,mobile,United Kingdom,59.0,508,
user_00769,treatment ,2.0,168.69,09/08/2024,mobile,United States,22.0,158,
user_04457,control,1.0,33.45,2024-11-24,mobile,United Kingdom,56.0,437,
user_06494,control,1.0,158.85,2024-04-20,mobile,US,18.0,593,
user_07311,control,0.0,,2024-08-29,mobile,UK,23.0,498,
user_03121,Control,1.0,61.8,2024-05-03,desktop,IN,50.0,171,
user_04226,TRT,0.0,,2024-09-06,desktop,USA,29.0,-50,
user_05962,treatment,1.0,180.74,2024-05-10,mobile,USA,28.0,192,
user_00784,control,0.0,-76.3,2024-05-09,tablet,USA,32.0,150,
user_01414,treatment,1.0,50.74,2024-03-31,mobile,US,50.0,267,
user_00392,control,1.0,180.57,2024-06-30,Desktop,USA,32.0,38,
user_06698,treatment,0.0,178.37,2024-02-02,desktop,IN,65.0,207,
user_00878,control,2.0,177.39,07/12/2024,tablet,US,45.0,37,
user_02453,test,0.0,51.21,2024-11-27,desktop,US,24.0,147,
user_08500,control,1.0,$123.92,2024-12-12,Desktop,USA,35.0,469,
user_00544,control,1.0,"622,31",2024-02-09,desktop,USA,57.0,36,
user_01684,control,,72.87,06-09-2024,desktop,United States,19.0,99,
user_04766,treatment,,155.64,2024-01-06,Desktop,USA,39.0,582,
user_07314,treatment,0.0,144.09,2024-06-23,mobile,India,52.0,484,
user_08631,treatment,0.0,"666,39",04/05/2024,mobile,United Kingdom,,568,
user_08455,treatment,0.0,14.74,15-08-2024,desktop,US,55.0,-95,
user_07866,treatment ,1.0,135.38,06/07/2024,desktop,US,43.0,526,
user_07340,control,1.0,141.93,29-12-2024,mobile,US,62.0,362,
user_07972,control,,197.23,2024-12-01,desktop,UK,52.0,314,
user_00007,treatment,,53.55,2024-05-03,tablet,United States,62.0,264,
user_03791,treatment,1.0,81.39,20-08-2024,desktop,USA,19.0,273,
user_04441,control,0.0,33.63,02/22/2024,desktop,United Kingdom,62.0,387,
user_00298,treatment,2.0,16.52,06/11/2024,desktop,UK,29.0,250,
user_06470,treatment,0.0,,11/29/2024,mobile,US,23.0,218,
user_02944,treatment,1.0,"248,58",2024-05-13,desktop,India,65.0,355,
user_03748,control,0.0,45.66,2024-12-31,mobile,India,44.0,181,
user_03450,control,1.0,,12-01-2024,desktop,India,62.0,442,
user_05565,control,0.0,,02/13/2024,desktop,US,65.0,499,
user_05649,treatment,0.0,52.48,09/27/2024,tablet,India,,49,
user_08606,control,0.0,167.71,10/04/2024,mobile,UK,26.0,420,
user_00357, control,1.0,55.78,03-04-2024,tablet ,India,30.0,370,
user_00520,control,1.0,92.27,2024-02-02,mobile,USA,56.0,392,
user_02222,treatment,1.0,73.4,2024-10-21,tablet,USA,39.0,475,
user_03301,treatment,1.0,167.52,03/06/2024,mobile,US,52.0,-52,
user_04009,control,0.0,196.33,08/13/2024,tablet,US,40.0,419,
user_06639,control,,,01/09/2024,mobile,IN,64.0,36,
user_03345,treatment,2.0,187.92,01-04-2024,mobile,US,21.0,213,
user_00916,control,,57.77,12/05/2024,tablet,IN,28.0,356,
user_01463,treatment,,118.99,2024-08-23,tablet,United States,41.0,237,
user_03313,control,1.0,138.97,26-04-2024,mobile,USA,51.0,50,
user_01284,treatment,0.0,140.0,2024-12-07,tablet,USA,44.0,247,
user_00018,control,1.0,175.46,09/24/2024,desktop,US,48.0,225,
user_00555,treatment,2.0,89.12,2024-06-28,Android,US,38.0,-60,
user_03661,control,1.0,159.92,2024-11-04,tablet,India,54.0,320,
user_02887,treatment,0.0,-74.31,10/16/2024,tablet,US,53.0,0,
user_07997,control,2.0,146.09,10-06-2024,tablet,India,63.0,394,
user_03193,control,,104.69,10-08-2024,mobile,USA,34.0,-37,
user_08866,TRT,1.0,184.2,21-12-2024,desktop,United Kingdom,24.0,178,
user_08299,control,1.0,182.53,2024-01-30,Desktop,US,27.0,370,
user_00442,control,1.0,40113.44,07-12-2024,iPhone,UK,62.0,57,
user_07313,control,0.0,58.38,2024-10-24,mobile,United States,,438,
user_01663,control,1.0,51.12,04/29/2024,desktop,IN,31.0,319,
user_03956,treatment ,,133.59,24-11-2024,mobile,USA,47.0,86,
user_03319,treatment,0.0,75.84,11-06-2024,desktop,USA,52.0,201,
user_06689,control,1.0,47.44,31-08-2024,mobile,USA,29.0,174,
user_05769,treatment,0.0,$129.68,10-12-2024,iPhone,United States,37.0,378,
user_03243,control,1.0,118.43,05/15/2024,Android,United States,39.0,545,
user_03441,treatment,0.0,141.05,2024-02-02,Android,UK,39.0,239,
user_06895,control,0.0,,2024-09-23,mobile,IN,45.0,523,
user_05023,control,0.0,52.91,2024-03-12,desktop,USA,20.0,155,
user_07342,treatment,1.0,121.13,04-01-2024,mobile,India,43.0,0,
user_00907,treatment,0.0,112.38,2024-01-01,desktop,US,49.0,280,
user_00671,control,0.0,178.18,04-08-2024,tablet,USA,28.0,0,
user_03416,control,0.0,91.12,12/30/2024,mobile,US,58.0,343,
user_03250,control,1.0,45.29,2024-01-21,tablet,India,23.0,162,
user_06177,control,0.0,94.57,06/21/2024,mobile,IN,,520,
user_02122, treatment ,,79.39,02/05/2024,desktop ,IN,56.0,563,
user_07983,control,1.0,$84.97,12/21/2024,mobile,India,52.0,113,
user_03809,treatment,1.0,,2024-04-08,mobile,USA,59.0,232,
user_04597,TRT,0.0,123.4,2024-01-07,desktop,IN,29.0,564,
user_00023,control,1.0,52.31,24-04-2024,tablet,US,,232,
user_07671,treatment,1.0,115.79,2024-09-01,desktop,USA,18.0,186,
user_04806,control,0.0,93.69,07/30/2024,Desktop,US,41.0,481,
user_05545,treatment,1.0,66.49,13-12-2024,tablet,USA,47.0,489,
user_06834,control,1.0,,2024-10-06,Android,UK,59.0,415,
user_02821,treatment,,163.13,02-02-2024,mobile,USA,63.0,499,
user_05394,control,2.0,87.02,08/27/2024,Desktop,US,,448,
user_02334,control,1.0,182.21,2024-06-26,desktop,USA,64.0,432,
user_06236,control,1.0,$129.28,13-02-2024,desktop,IN,34.0,0,
user_08390,control,1.0,-62.14,10/19/2024,Mobile,IN,23.0,461,
user_00405,Control,0.0,,2024-12-20,desktop,United Kingdom,26.0,555,
user_01418,control,1.0,110.46,2024-09-03,desktop,United Kingdom,42.0,0,
user_00751,control,0.0,154.17,2024-05-16,desktop,UK,37.0,242,
user_00935,treatment,2.0,133.9,07/31/2024,mobile,USA,56.0,145,
user_05563,treatment,0.0,105.2,2024-06-21,tablet,US,27.0,175,
user_03626,treatment ,1.0,153.32,26-11-2024,desktop,USA,51.0,72,
user_04985,control,0.0,,11-05-2024,desktop,USA,27.0,159,
user_00240,control,1.0,35.37,12/27/2024,mobile,United States,29.0,-56,
user_01436,treatment,0.0,59.48,04/12/2024,tablet,US,41.0,0,
user_00717,control,0.0,"604,43",10-04-2024,iPhone,US,24.0,215,
user_05046,treatment,0.0,35.3,2024-11-05,mobile,USA,31.0,160,
user_00525,Control,1.0,146.46,01-01-2024,desktop,IN,63.0,270,
user_05994,treatment,1.0,"770,77",13-04-2024,desktop,USA,18.0,491,
user_03875,control,0.0,26.64,2024-07-12,desktop,India,30.0,161,
user_08296,control,0.0,22.72,03-12-2024,desktop,US,18.0,518,
user_08916,treatment,0.0,115.96,2024-07-01,mobile,USA,58.0,579,
user_08698,test,1.0,56.85,06/03/2024,tablet,US,38.0,221,
user_04685,TRT,0.0,108.56,01-03-2024,tablet,IN,58.0,110,
user_02687,treatment,1.0,39.68,2024-04-12,Android,US,53.0,404,
user_00743,control,2.0,187.68,15-05-2024,Desktop,USA,30.0,292,
user_05307,treatment,1.0,197.18,2024-06-12,tablet,US,,494,
user_00626,treatment,,73.89,2024-12-04,tablet,USA,21.0,316,
user_02865,TRT,1.0,107.21,2024-01-15,tablet,India,56.0,390,
user_04321,TRT,1.0,162.82,2024-04-10,Mobile,United States,23.0,187,
user_00374,control,1.0,136.33,2024-02-18,desktop,USA,31.0,-73,
user_06491,control,1.0,143.71,08/23/2024,Desktop,US,40.0,-97,
user_05452,control,0.0,133.03,10/28/2024,desktop,UK,27.0,300,
user_06087,treatment,1.0,113.96,03-09-2024,desktop,IN,52.0,-48,
user_07792,treatment,,,2024-05-21,Android,United Kingdom,48.0,404,
user_05603,treatment,0.0,147.5,2024-02-19,Android,US,,269,
user_05242,TRT,0.0,69.79,22-01-2024,desktop,US,37.0,-81,
user_03065,treatment,1.0,-33.94,2024-10-26,desktop,US,52.0,427,
user_02768,TRT,1.0,-24.84,11/13/2024,tablet,United States,,586,
user_02274,treatment,1.0,162.38,19-12-2024,mobile,USA,45.0,255,
user_00922,control,1.0,17.58,2024-01-16,mobile,US,45.0,412,
user_07466,treatment,0.0,$185.32,06/22/2024,mobile,US,,0,
user_08275, treatment,1.0,87.86,01/10/2024,Desktop ,United Kingdom,52.0,257,
user_05416,control,1.0,173.0,05-04-2024,desktop,United Kingdom,20.0,344,
user_02829,treatment,0.0,,2024-10-20,iPhone,USA,34.0,310,
user_00271, control,1.0,25.74,03/16/2024,tablet ,USA,58.0,0,
user_00357,test,0.0,,05/19/2024,desktop,US,,0,
user_04476,control,1.0,156.83,29-03-2024,tablet,USA,32.0,138,
user_08769,control,1.0,79.96,02/05/2024,tablet,US,60.0,-16,
user_07610,treatment,0.0,86.63,02/18/2024,tablet,United States,21.0,0,
user_02483,treatment,0.0,161.22,09/07/2024,mobile,United States,,242,
user_00207,treatment,0.0,"579,20",2024-05-30,mobile,US,19.0,100,
user_04812,treatment,0.0,142.58,2024-06-06,mobile,USA,19.0,537,
user_02401,TRT,0.0,120.06,03-01-2024,mobile,United Kingdom,64.0,255,
user_05968,treatment,0.0,133.38,2024-05-24,tablet,USA,58.0,131,
user_01229,treatment ,0.0,100.52,2024-12-24,desktop,United States,24.0,592,
user_08864,control,0.0,183.27,07/29/2024,tablet,India,31.0,81,
user_00121,control,0.0,134.51,2024-04-26,iPhone,IN,22.0,0,
user_08192,treatment,,$96.25,26-06-2024,mobile,US,59.0,-24,
user_03879,treatment,1.0,"642,90",24-06-2024,mobile,India,30.0,193,
user_07575,treatment,0.0,190.51,2024-10-07,mobile,United States,49.0,76,
